EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SPECIES,SEX_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,DNA(%),LDH(%)
5167,06,1,promethazine,Rat,Male,24 hr,3,É M,Low,97.7,100.0
5167,06,2,promethazine,Rat,Male,24 hr,3,É M,Low,98.4,100.7
5167,07,1,promethazine,Rat,Male,2 hr,16,É M,Middle,98.8,100.4
5167,07,2,promethazine,Rat,Male,2 hr,16,É M,Middle,102.1,100.3
5167,08,1,promethazine,Rat,Male,8 hr,16,É M,Middle,102.5,100.9
5167,08,2,promethazine,Rat,Male,8 hr,16,É M,Middle,100.6,100.8
5167,09,1,promethazine,Rat,Male,24 hr,16,É M,Middle,99.5,99.7
5167,09,2,promethazine,Rat,Male,24 hr,16,É M,Middle,97.1,100.6
5167,10,1,promethazine,Rat,Male,2 hr,80,É M,High,100.6,97.9
5167,10,2,promethazine,Rat,Male,2 hr,80,É M,High,102.0,99.1
5167,11,1,promethazine,Rat,Male,8 hr,80,É M,High,99.1,99.0
5167,11,2,promethazine,Rat,Male,8 hr,80,É M,High,99.8,99.5
5167,12,1,promethazine,Rat,Male,24 hr,80,É M,High,90.1,95.6
5167,12,2,promethazine,Rat,Male,24 hr,80,É M,High,92.0,97.4
5168,01,1,colchicine,Rat,Male,2 hr,0,É M,Control,101.1,99.4
5168,01,2,colchicine,Rat,Male,2 hr,0,É M,Control,98.9,100.6
5168,02,1,colchicine,Rat,Male,8 hr,0,É M,Control,99.5,100.2
5168,02,2,colchicine,Rat,Male,8 hr,0,É M,Control,100.5,99.8
5168,03,1,colchicine,Rat,Male,24 hr,0,É M,Control,98.2,99.5
5168,03,2,colchicine,Rat,Male,24 hr,0,É M,Control,101.8,100.5
5168,04,1,colchicine,Rat,Male,2 hr,200,É M,Low,96.4,100.6
5168,04,2,colchicine,Rat,Male,2 hr,200,É M,Low,98.3,100.4
5168,05,1,colchicine,Rat,Male,8 hr,200,É M,Low,101.6,99.8
5168,05,2,colchicine,Rat,Male,8 hr,200,É M,Low,103.8,100.2
5168,06,1,colchicine,Rat,Male,24 hr,200,É M,Low,94.2,99.5
5168,06,2,colchicine,Rat,Male,24 hr,200,É M,Low,97.0,99.1
5168,07,1,colchicine,Rat,Male,2 hr,1000,É M,Middle,96.6,99.8
5168,07,2,colchicine,Rat,Male,2 hr,1000,É M,Middle,93.3,101.0
5168,08,1,colchicine,Rat,Male,8 hr,1000,É M,Middle,97.6,99.9
5168,08,2,colchicine,Rat,Male,8 hr,1000,É M,Middle,99.3,99.7
5168,09,1,colchicine,Rat,Male,24 hr,1000,É M,Middle,96.0,98.5
5168,09,2,colchicine,Rat,Male,24 hr,1000,É M,Middle,99.6,98.9
5168,10,1,colchicine,Rat,Male,2 hr,5000,É M,High,95.7,100.6
5168,10,2,colchicine,Rat,Male,2 hr,5000,É M,High,100.9,99.7
5168,11,1,colchicine,Rat,Male,8 hr,5000,É M,High,97.2,99.1
5168,11,2,colchicine,Rat,Male,8 hr,5000,É M,High,102.9,99.1
5168,12,1,colchicine,Rat,Male,24 hr,5000,É M,High,91.4,94.4
5168,12,2,colchicine,Rat,Male,24 hr,5000,É M,High,94.2,93.7
5169,01,1,tolbutamide,Rat,Male,2 hr,0,É M,Control,96.3,99.9
5169,01,2,tolbutamide,Rat,Male,2 hr,0,É M,Control,103.7,100.1
5169,02,1,tolbutamide,Rat,Male,8 hr,0,É M,Control,99.5,99.5
5169,02,2,tolbutamide,Rat,Male,8 hr,0,É M,Control,100.5,100.5
5169,03,1,tolbutamide,Rat,Male,24 hr,0,É M,Control,98.7,99.8
5169,03,2,tolbutamide,Rat,Male,24 hr,0,É M,Control,101.3,100.2
5169,04,1,tolbutamide,Rat,Male,2 hr,80,É M,Low,100.0,99.5
5169,04,2,tolbutamide,Rat,Male,2 hr,80,É M,Low,102.5,99.6
5169,05,1,tolbutamide,Rat,Male,8 hr,80,É M,Low,100.8,99.4
5169,05,2,tolbutamide,Rat,Male,8 hr,80,É M,Low,103.2,99.2
5169,06,1,tolbutamide,Rat,Male,24 hr,80,É M,Low,100.0,97.4
5169,06,2,tolbutamide,Rat,Male,24 hr,80,É M,Low,101.9,98.6
5169,07,1,tolbutamide,Rat,Male,2 hr,400,É M,Middle,104.6,99.0
5169,07,2,tolbutamide,Rat,Male,2 hr,400,É M,Middle,105.3,99.3
5169,08,1,tolbutamide,Rat,Male,8 hr,400,É M,Middle,104.7,98.0
5169,08,2,tolbutamide,Rat,Male,8 hr,400,É M,Middle,104.4,98.3
5169,09,1,tolbutamide,Rat,Male,24 hr,400,É M,Middle,98.4,97.4
5169,09,2,tolbutamide,Rat,Male,24 hr,400,É M,Middle,100.8,97.9
5169,10,1,tolbutamide,Rat,Male,2 hr,2000,É M,High,102.7,97.9
5169,10,2,tolbutamide,Rat,Male,2 hr,2000,É M,High,99.7,98.5
5169,11,1,tolbutamide,Rat,Male,8 hr,2000,É M,High,103.3,98.2
5169,11,2,tolbutamide,Rat,Male,8 hr,2000,É M,High,96.4,98.6
5169,12,1,tolbutamide,Rat,Male,24 hr,2000,É M,High,96.6,97.9
5169,12,2,tolbutamide,Rat,Male,24 hr,2000,É M,High,99.5,97.4
5170,01,1,sulpiride,Rat,Male,2 hr,0,É M,Control,99.5,99.7
5170,01,2,sulpiride,Rat,Male,2 hr,0,É M,Control,100.5,100.3
5170,02,1,sulpiride,Rat,Male,8 hr,0,É M,Control,99.5,100.0
5170,02,2,sulpiride,Rat,Male,8 hr,0,É M,Control,100.5,100.0
5170,03,1,sulpiride,Rat,Male,24 hr,0,É M,Control,101.7,99.4
5170,03,2,sulpiride,Rat,Male,24 hr,0,É M,Control,98.3,100.6
5170,04,1,sulpiride,Rat,Male,2 hr,200,É M,Low,106.2,101.2
5170,04,2,sulpiride,Rat,Male,2 hr,200,É M,Low,106.5,101.6
5170,05,1,sulpiride,Rat,Male,8 hr,200,É M,Low,91.3,100.4
5170,05,2,sulpiride,Rat,Male,8 hr,200,É M,Low,95.0,102.3
5170,06,1,sulpiride,Rat,Male,24 hr,200,É M,Low,100.6,99.9
5170,06,2,sulpiride,Rat,Male,24 hr,200,É M,Low,97.8,100.7
5170,07,1,sulpiride,Rat,Male,2 hr,1000,É M,Middle,106.1,100.5
5170,07,2,sulpiride,Rat,Male,2 hr,1000,É M,Middle,108.7,101.2
5170,08,1,sulpiride,Rat,Male,8 hr,1000,É M,Middle,92.8,101.3
5170,08,2,sulpiride,Rat,Male,8 hr,1000,É M,Middle,100.8,102.2
5170,09,1,sulpiride,Rat,Male,24 hr,1000,É M,Middle,96.0,100.1
5170,09,2,sulpiride,Rat,Male,24 hr,1000,É M,Middle,99.2,100.7
5170,10,1,sulpiride,Rat,Male,2 hr,5000,É M,High,98.3,100.4
5170,10,2,sulpiride,Rat,Male,2 hr,5000,É M,High,104.6,100.1
5170,11,1,sulpiride,Rat,Male,8 hr,5000,É M,High,91.9,99.8
5170,11,2,sulpiride,Rat,Male,8 hr,5000,É M,High,98.1,100.4
5170,12,1,sulpiride,Rat,Male,24 hr,5000,É M,High,91.5,96.2
5170,12,2,sulpiride,Rat,Male,24 hr,5000,É M,High,94.9,96.6
5171,01,1,acarbose,Rat,Male,2 hr,0,É M,Control,101.2,100.2
5171,01,2,acarbose,Rat,Male,2 hr,0,É M,Control,98.8,99.8
5171,02,1,acarbose,Rat,Male,8 hr,0,É M,Control,102.7,99.5
5171,02,2,acarbose,Rat,Male,8 hr,0,É M,Control,97.3,100.5
5171,03,1,acarbose,Rat,Male,24 hr,0,É M,Control,97.9,99.6
5171,03,2,acarbose,Rat,Male,24 hr,0,É M,Control,102.1,100.4
5171,04,1,acarbose,Rat,Male,2 hr,400,É M,Low,99.0,100.4
5171,04,2,acarbose,Rat,Male,2 hr,400,É M,Low,101.8,100.2
5171,05,1,acarbose,Rat,Male,8 hr,400,É M,Low,99.2,99.1
5171,05,2,acarbose,Rat,Male,8 hr,400,É M,Low,99.7,100.6
5171,06,1,acarbose,Rat,Male,24 hr,400,É M,Low,95.6,100.1
5171,06,2,acarbose,Rat,Male,24 hr,400,É M,Low,97.1,100.3
5171,07,1,acarbose,Rat,Male,2 hr,2000,É M,Middle,102.1,99.9
5171,07,2,acarbose,Rat,Male,2 hr,2000,É M,Middle,100.0,98.5
5171,08,1,acarbose,Rat,Male,8 hr,2000,É M,Middle,97.3,100.4
5171,08,2,acarbose,Rat,Male,8 hr,2000,É M,Middle,100.5,100.9
5171,09,1,acarbose,Rat,Male,24 hr,2000,É M,Middle,97.7,100.4
5171,09,2,acarbose,Rat,Male,24 hr,2000,É M,Middle,95.2,101.3
5171,10,1,acarbose,Rat,Male,2 hr,10000,É M,High,96.9,100.4
5171,10,2,acarbose,Rat,Male,2 hr,10000,É M,High,97.8,100.7
5171,11,1,acarbose,Rat,Male,8 hr,10000,É M,High,97.1,101.1
5171,11,2,acarbose,Rat,Male,8 hr,10000,É M,High,98.8,100.6
5171,12,1,acarbose,Rat,Male,24 hr,10000,É M,High,96.5,101.1
5171,12,2,acarbose,Rat,Male,24 hr,10000,É M,High,98.3,91.1
5172,01,1,simvastatin,Rat,Male,2 hr,0,É M,Control,98.6,99.9
5172,01,2,simvastatin,Rat,Male,2 hr,0,É M,Control,101.4,100.1
5172,02,1,simvastatin,Rat,Male,8 hr,0,É M,Control,97.5,99.7
5172,02,2,simvastatin,Rat,Male,8 hr,0,É M,Control,102.5,100.3
5172,03,1,simvastatin,Rat,Male,24 hr,0,É M,Control,100.6,99.8
5172,03,2,simvastatin,Rat,Male,24 hr,0,É M,Control,99.4,100.2
5172,04,1,simvastatin,Rat,Male,2 hr,2,É M,Low,97.6,99.7
5172,04,2,simvastatin,Rat,Male,2 hr,2,É M,Low,97.2,100.6
5172,05,1,simvastatin,Rat,Male,8 hr,2,É M,Low,91.9,100.7
5172,05,2,simvastatin,Rat,Male,8 hr,2,É M,Low,91.5,101.1
5172,06,1,simvastatin,Rat,Male,24 hr,2,É M,Low,96.3,100.6
5172,06,2,simvastatin,Rat,Male,24 hr,2,É M,Low,100.6,100.7
5172,07,1,simvastatin,Rat,Male,2 hr,12,É M,Middle,98.7,101.3
5172,07,2,simvastatin,Rat,Male,2 hr,12,É M,Middle,97.4,101.0
5172,08,1,simvastatin,Rat,Male,8 hr,12,É M,Middle,98.7,101.0
5172,08,2,simvastatin,Rat,Male,8 hr,12,É M,Middle,99.7,100.8
5172,09,1,simvastatin,Rat,Male,24 hr,12,É M,Middle,95.5,100.6
5172,09,2,simvastatin,Rat,Male,24 hr,12,É M,Middle,98.2,100.6
5172,10,1,simvastatin,Rat,Male,2 hr,60,É M,High,95.3,101.4
5172,10,2,simvastatin,Rat,Male,2 hr,60,É M,High,97.1,101.6
5172,11,1,simvastatin,Rat,Male,8 hr,60,É M,High,107.2,101.2
5172,11,2,simvastatin,Rat,Male,8 hr,60,É M,High,103.1,101.6
5172,12,1,simvastatin,Rat,Male,24 hr,60,É M,High,92.9,101.0
5172,12,2,simvastatin,Rat,Male,24 hr,60,É M,High,98.6,100.8
5173,01,1,ajmaline,Rat,Male,2 hr,0,É M,Control,101.6,100.0
5173,01,2,ajmaline,Rat,Male,2 hr,0,É M,Control,98.4,100.0
5173,02,1,ajmaline,Rat,Male,8 hr,0,É M,Control,100.0,99.9
5173,02,2,ajmaline,Rat,Male,8 hr,0,É M,Control,100.0,100.1
5173,03,1,ajmaline,Rat,Male,24 hr,0,É M,Control,99.8,99.5
5173,03,2,ajmaline,Rat,Male,24 hr,0,É M,Control,100.2,100.5
5173,04,1,ajmaline,Rat,Male,2 hr,12,É M,Low,99.2,99.8
5173,04,2,ajmaline,Rat,Male,2 hr,12,É M,Low,107.4,99.8
5173,05,1,ajmaline,Rat,Male,8 hr,12,É M,Low,94.8,99.9
5173,05,2,ajmaline,Rat,Male,8 hr,12,É M,Low,100.1,100.8
5173,06,1,ajmaline,Rat,Male,24 hr,12,É M,Low,98.9,100.5
5173,06,2,ajmaline,Rat,Male,24 hr,12,É M,Low,101.3,101.3
5173,07,1,ajmaline,Rat,Male,2 hr,60,É M,Middle,96.3,99.7
5173,07,2,ajmaline,Rat,Male,2 hr,60,É M,Middle,105.5,100.3
5173,08,1,ajmaline,Rat,Male,8 hr,60,É M,Middle,100.7,100.7
5173,08,2,ajmaline,Rat,Male,8 hr,60,É M,Middle,104.3,100.6
5173,09,1,ajmaline,Rat,Male,24 hr,60,É M,Middle,102.0,100.8
5173,09,2,ajmaline,Rat,Male,24 hr,60,É M,Middle,100.8,101.5
5173,10,1,ajmaline,Rat,Male,2 hr,300,É M,High,101.9,99.8
5173,10,2,ajmaline,Rat,Male,2 hr,300,É M,High,106.3,99.7
5173,11,1,ajmaline,Rat,Male,8 hr,300,É M,High,97.3,99.9
5173,11,2,ajmaline,Rat,Male,8 hr,300,É M,High,100.6,100.1
5173,12,1,ajmaline,Rat,Male,24 hr,300,É M,High,87.4,99.8
5173,12,2,ajmaline,Rat,Male,24 hr,300,É M,High,95.0,100.1
5174,01,1,dantrolene,Rat,Male,2 hr,0,É M,Control,102.0,99.6
5174,01,2,dantrolene,Rat,Male,2 hr,0,É M,Control,98.0,100.4
5174,02,1,dantrolene,Rat,Male,8 hr,0,É M,Control,97.7,99.8
5174,02,2,dantrolene,Rat,Male,8 hr,0,É M,Control,102.3,100.2
5174,03,1,dantrolene,Rat,Male,24 hr,0,É M,Control,98.1,99.2
5174,03,2,dantrolene,Rat,Male,24 hr,0,É M,Control,101.9,100.8
5174,04,1,dantrolene,Rat,Male,2 hr,0,É M,Low,97.7,100.0
5174,04,2,dantrolene,Rat,Male,2 hr,0,É M,Low,100.9,100.2
5174,05,1,dantrolene,Rat,Male,8 hr,0,É M,Low,100.1,99.6
5174,05,2,dantrolene,Rat,Male,8 hr,0,É M,Low,100.7,100.6
5174,06,1,dantrolene,Rat,Male,24 hr,0,É M,Low,99.6,99.5
5174,06,2,dantrolene,Rat,Male,24 hr,0,É M,Low,101.0,99.8
5174,07,1,dantrolene,Rat,Male,2 hr,2,É M,Middle,96.8,98.7
5174,07,2,dantrolene,Rat,Male,2 hr,2,É M,Middle,100.1,99.4
5174,08,1,dantrolene,Rat,Male,8 hr,2,É M,Middle,95.1,100.9
5174,08,2,dantrolene,Rat,Male,8 hr,2,É M,Middle,99.4,101.1
5174,09,1,dantrolene,Rat,Male,24 hr,2,É M,Middle,99.1,99.3
5174,09,2,dantrolene,Rat,Male,24 hr,2,É M,Middle,102.2,100.1
5174,10,1,dantrolene,Rat,Male,2 hr,10,É M,High,98.4,100.2
5174,10,2,dantrolene,Rat,Male,2 hr,10,É M,High,100.9,100.9
5174,11,1,dantrolene,Rat,Male,8 hr,10,É M,High,96.6,101.0
5174,11,2,dantrolene,Rat,Male,8 hr,10,É M,High,99.2,101.0
5174,12,1,dantrolene,Rat,Male,24 hr,10,É M,High,100.6,100.5
5174,12,2,dantrolene,Rat,Male,24 hr,10,É M,High,102.2,100.5
5175,01,1,triazolam,Rat,Male,2 hr,0,É M,Control,101.0,100.0
5175,01,2,triazolam,Rat,Male,2 hr,0,É M,Control,99.0,100.0
5175,02,1,triazolam,Rat,Male,8 hr,0,É M,Control,99.7,99.7
5175,02,2,triazolam,Rat,Male,8 hr,0,É M,Control,100.3,100.3
5175,03,1,triazolam,Rat,Male,24 hr,0,É M,Control,97.0,100.0
5175,03,2,triazolam,Rat,Male,24 hr,0,É M,Control,103.0,100.0
5175,04,1,triazolam,Rat,Male,2 hr,0,É M,Low,101.6,100.4
5175,04,2,triazolam,Rat,Male,2 hr,0,É M,Low,102.4,100.4
5175,05,1,triazolam,Rat,Male,8 hr,0,É M,Low,100.2,100.6
5175,05,2,triazolam,Rat,Male,8 hr,0,É M,Low,102.3,100.8
5175,06,1,triazolam,Rat,Male,24 hr,0,É M,Low,102.4,100.2
5175,06,2,triazolam,Rat,Male,24 hr,0,É M,Low,107.6,100.8
5175,07,1,triazolam,Rat,Male,2 hr,2,É M,Middle,98.9,100.3
5175,07,2,triazolam,Rat,Male,2 hr,2,É M,Middle,98.3,100.5
5175,08,1,triazolam,Rat,Male,8 hr,2,É M,Middle,105.0,100.5
5175,08,2,triazolam,Rat,Male,8 hr,2,É M,Middle,102.2,101.4
5175,09,1,triazolam,Rat,Male,24 hr,2,É M,Middle,99.8,101.5
5175,09,2,triazolam,Rat,Male,24 hr,2,É M,Middle,104.6,100.8
5175,10,1,triazolam,Rat,Male,2 hr,10,É M,High,88.3,101.2
5175,10,2,triazolam,Rat,Male,2 hr,10,É M,High,93.9,101.2
5175,11,1,triazolam,Rat,Male,8 hr,10,É M,High,96.3,100.8
5175,11,2,triazolam,Rat,Male,8 hr,10,É M,High,104.3,100.9
5175,12,1,triazolam,Rat,Male,24 hr,10,É M,High,101.3,99.7
5175,12,2,triazolam,Rat,Male,24 hr,10,É M,High,103.9,101.6
5176,01,1,clomipramine,Rat,Male,2 hr,0,É M,Control,100.0,100.0
5176,01,2,clomipramine,Rat,Male,2 hr,0,É M,Control,100.0,100.0
5176,02,1,clomipramine,Rat,Male,8 hr,0,É M,Control,98.4,99.8
5176,02,2,clomipramine,Rat,Male,8 hr,0,É M,Control,101.6,100.2
5176,03,1,clomipramine,Rat,Male,24 hr,0,É M,Control,98.7,99.4
5176,03,2,clomipramine,Rat,Male,24 hr,0,É M,Control,101.3,100.6
5176,04,1,clomipramine,Rat,Male,2 hr,2,É M,Low,103.7,100.8
5176,04,2,clomipramine,Rat,Male,2 hr,2,É M,Low,99.6,100.1
5176,05,1,clomipramine,Rat,Male,8 hr,2,É M,Low,100.4,100.5
5176,05,2,clomipramine,Rat,Male,8 hr,2,É M,Low,99.3,100.3
5176,06,1,clomipramine,Rat,Male,24 hr,2,É M,Low,104.1,99.7
5176,06,2,clomipramine,Rat,Male,24 hr,2,É M,Low,104.9,100.0
5176,07,1,clomipramine,Rat,Male,2 hr,8,É M,Middle,97.3,100.2
5176,07,2,clomipramine,Rat,Male,2 hr,8,É M,Middle,97.0,100.5
5176,08,1,clomipramine,Rat,Male,8 hr,8,É M,Middle,97.2,101.1
5176,08,2,clomipramine,Rat,Male,8 hr,8,É M,Middle,93.9,101.1
5176,09,1,clomipramine,Rat,Male,24 hr,8,É M,Middle,102.4,100.8
5176,09,2,clomipramine,Rat,Male,24 hr,8,É M,Middle,104.9,102.1
5176,10,1,clomipramine,Rat,Male,2 hr,40,É M,High,92.8,98.9
5176,10,2,clomipramine,Rat,Male,2 hr,40,É M,High,93.1,99.3
5176,11,1,clomipramine,Rat,Male,8 hr,40,É M,High,93.1,98.9
5176,11,2,clomipramine,Rat,Male,8 hr,40,É M,High,98.9,98.4
5176,12,1,clomipramine,Rat,Male,24 hr,40,É M,High,97.8,97.6
5176,12,2,clomipramine,Rat,Male,24 hr,40,É M,High,99.8,97.0
5177,01,1,trimethadione,Rat,Male,2 hr,0,É M,Control,98.9,100.0
5177,01,2,trimethadione,Rat,Male,2 hr,0,É M,Control,101.1,100.0
5177,02,1,trimethadione,Rat,Male,8 hr,0,É M,Control,98.7,99.9
5177,02,2,trimethadione,Rat,Male,8 hr,0,É M,Control,101.3,100.1
5177,03,1,trimethadione,Rat,Male,24 hr,0,É M,Control,96.2,100.9
5177,03,2,trimethadione,Rat,Male,24 hr,0,É M,Control,103.8,99.1
5177,04,1,trimethadione,Rat,Male,2 hr,400,É M,Low,97.3,99.8
5177,04,2,trimethadione,Rat,Male,2 hr,400,É M,Low,103.4,100.5
5177,05,1,trimethadione,Rat,Male,8 hr,400,É M,Low,102.8,101.2
5177,05,2,trimethadione,Rat,Male,8 hr,400,É M,Low,103.0,101.5
5177,06,1,trimethadione,Rat,Male,24 hr,400,É M,Low,101.4,101.3
5177,06,2,trimethadione,Rat,Male,24 hr,400,É M,Low,102.6,101.3
5177,07,1,trimethadione,Rat,Male,2 hr,2000,É M,Middle,98.9,100.0
5177,07,2,trimethadione,Rat,Male,2 hr,2000,É M,Middle,99.2,100.8
5177,08,1,trimethadione,Rat,Male,8 hr,2000,É M,Middle,101.5,100.8
5177,08,2,trimethadione,Rat,Male,8 hr,2000,É M,Middle,100.9,101.5
5177,09,1,trimethadione,Rat,Male,24 hr,2000,É M,Middle,98.3,100.1
5177,09,2,trimethadione,Rat,Male,24 hr,2000,É M,Middle,104.3,101.5
5177,10,1,trimethadione,Rat,Male,2 hr,10000,É M,High,96.5,100.5
5177,10,2,trimethadione,Rat,Male,2 hr,10000,É M,High,96.6,100.9
5177,11,1,trimethadione,Rat,Male,8 hr,10000,É M,High,99.4,101.5
5177,11,2,trimethadione,Rat,Male,8 hr,10000,É M,High,94.2,102.8
5177,12,1,trimethadione,Rat,Male,24 hr,10000,É M,High,94.8,101.5
5177,12,2,trimethadione,Rat,Male,24 hr,10000,É M,High,92.8,102.1
5178,01,1,terbinafine,Rat,Male,2 hr,0,É M,Control,100.7,100.2
5178,01,2,terbinafine,Rat,Male,2 hr,0,É M,Control,99.3,99.8
5178,02,1,terbinafine,Rat,Male,8 hr,0,É M,Control,99.2,99.7
5178,02,2,terbinafine,Rat,Male,8 hr,0,É M,Control,100.8,100.3
5178,03,1,terbinafine,Rat,Male,24 hr,0,É M,Control,98.0,99.6
5178,03,2,terbinafine,Rat,Male,24 hr,0,É M,Control,102.0,100.4
5178,04,1,terbinafine,Rat,Male,2 hr,1,É M,Low,96.9,100.6
5178,04,2,terbinafine,Rat,Male,2 hr,1,É M,Low,100.5,100.7
5178,05,1,terbinafine,Rat,Male,8 hr,1,É M,Low,95.3,100.6
5178,05,2,terbinafine,Rat,Male,8 hr,1,É M,Low,98.1,100.8
5178,06,1,terbinafine,Rat,Male,24 hr,1,É M,Low,97.0,100.3
5178,06,2,terbinafine,Rat,Male,24 hr,1,É M,Low,102.9,99.9
5178,07,1,terbinafine,Rat,Male,2 hr,3,É M,Middle,101.6,100.5
5178,07,2,terbinafine,Rat,Male,2 hr,3,É M,Middle,96.3,100.7
5178,08,1,terbinafine,Rat,Male,8 hr,3,É M,Middle,94.3,100.1
5178,08,2,terbinafine,Rat,Male,8 hr,3,É M,Middle,102.9,100.5
5178,09,1,terbinafine,Rat,Male,24 hr,3,É M,Middle,98.8,100.1
5178,09,2,terbinafine,Rat,Male,24 hr,3,É M,Middle,100.6,100.3
5178,10,1,terbinafine,Rat,Male,2 hr,15,É M,High,96.3,100.7
5178,10,2,terbinafine,Rat,Male,2 hr,15,É M,High,98.9,100.1
5178,11,1,terbinafine,Rat,Male,8 hr,15,É M,High,97.2,100.0
5178,11,2,terbinafine,Rat,Male,8 hr,15,É M,High,98.7,100.1
5178,12,1,terbinafine,Rat,Male,24 hr,15,É M,High,96.6,100.6
5178,12,2,terbinafine,Rat,Male,24 hr,15,É M,High,100.0,100.0
5179,01,1,meloxicam,Rat,Male,2 hr,0,É M,Control,97.8,100.1
5179,01,2,meloxicam,Rat,Male,2 hr,0,É M,Control,102.2,99.9
5179,02,1,meloxicam,Rat,Male,8 hr,0,É M,Control,98.3,99.9
5179,02,2,meloxicam,Rat,Male,8 hr,0,É M,Control,101.7,100.1
5179,03,1,meloxicam,Rat,Male,24 hr,0,É M,Control,99.3,100.0
5179,03,2,meloxicam,Rat,Male,24 hr,0,É M,Control,100.7,100.0
5179,04,1,meloxicam,Rat,Male,2 hr,2,É M,Low,101.1,100.1
5179,04,2,meloxicam,Rat,Male,2 hr,2,É M,Low,104.2,100.2
5179,05,1,meloxicam,Rat,Male,8 hr,2,É M,Low,97.4,99.9
5179,05,2,meloxicam,Rat,Male,8 hr,2,É M,Low,104.4,100.1
5179,06,1,meloxicam,Rat,Male,24 hr,2,É M,Low,97.1,100.3
5179,06,2,meloxicam,Rat,Male,24 hr,2,É M,Low,103.5,100.0
5179,07,1,meloxicam,Rat,Male,2 hr,10,É M,Middle,102.6,100.3
5179,07,2,meloxicam,Rat,Male,2 hr,10,É M,Middle,97.7,100.4
5179,08,1,meloxicam,Rat,Male,8 hr,10,É M,Middle,100.5,99.1
5179,08,2,meloxicam,Rat,Male,8 hr,10,É M,Middle,99.1,100.0
5179,09,1,meloxicam,Rat,Male,24 hr,10,É M,Middle,96.8,99.7
5179,09,2,meloxicam,Rat,Male,24 hr,10,É M,Middle,100.0,100.0
5179,10,1,meloxicam,Rat,Male,2 hr,50,É M,High,98.9,100.1
5179,10,2,meloxicam,Rat,Male,2 hr,50,É M,High,100.5,100.4
5179,11,1,meloxicam,Rat,Male,8 hr,50,É M,High,98.6,99.1
5179,11,2,meloxicam,Rat,Male,8 hr,50,É M,High,100.0,99.4
5179,12,1,meloxicam,Rat,Male,24 hr,50,É M,High,89.3,99.0
5179,12,2,meloxicam,Rat,Male,24 hr,50,É M,High,93.5,98.5
5180,01,1,lornoxicam,Rat,Male,2 hr,0,É M,Control,101.9,99.8
5180,01,2,lornoxicam,Rat,Male,2 hr,0,É M,Control,98.1,100.2
5180,02,1,lornoxicam,Rat,Male,8 hr,0,É M,Control,100.1,99.4
5180,02,2,lornoxicam,Rat,Male,8 hr,0,É M,Control,99.9,100.6
5180,03,1,lornoxicam,Rat,Male,24 hr,0,É M,Control,99.5,100.3
5180,03,2,lornoxicam,Rat,Male,24 hr,0,É M,Control,100.5,99.7
5180,04,1,lornoxicam,Rat,Male,2 hr,1,É M,Low,104.5,100.3
5180,04,2,lornoxicam,Rat,Male,2 hr,1,É M,Low,107.8,100.4
5180,05,1,lornoxicam,Rat,Male,8 hr,1,É M,Low,98.5,100.0
5180,05,2,lornoxicam,Rat,Male,8 hr,1,É M,Low,102.6,102.5
5180,06,1,lornoxicam,Rat,Male,24 hr,1,É M,Low,102.4,99.5
5180,06,2,lornoxicam,Rat,Male,24 hr,1,É M,Low,104.0,100.7
5180,07,1,lornoxicam,Rat,Male,2 hr,3,É M,Middle,101.0,99.7
5180,07,2,lornoxicam,Rat,Male,2 hr,3,É M,Middle,104.2,101.5
5180,08,1,lornoxicam,Rat,Male,8 hr,3,É M,Middle,102.8,101.8
5180,08,2,lornoxicam,Rat,Male,8 hr,3,É M,Middle,103.0,103.0
5180,09,1,lornoxicam,Rat,Male,24 hr,3,É M,Middle,100.2,98.9
5180,09,2,lornoxicam,Rat,Male,24 hr,3,É M,Middle,102.8,100.1
5180,10,1,lornoxicam,Rat,Male,2 hr,15,É M,High,100.3,101.2
5180,10,2,lornoxicam,Rat,Male,2 hr,15,É M,High,106.0,101.9
5180,11,1,lornoxicam,Rat,Male,8 hr,15,É M,High,95.7,102.7
5180,11,2,lornoxicam,Rat,Male,8 hr,15,É M,High,101.6,103.3
5180,12,1,lornoxicam,Rat,Male,24 hr,15,É M,High,95.7,99.6
5180,12,2,lornoxicam,Rat,Male,24 hr,15,É M,High,100.5,99.5
5181,01,1,chlormadinone,Rat,Male,2 hr,0,É M,Control,101.8,100.6
5181,01,2,chlormadinone,Rat,Male,2 hr,0,É M,Control,98.2,99.4
5181,02,1,chlormadinone,Rat,Male,8 hr,0,É M,Control,99.3,99.8
5181,02,2,chlormadinone,Rat,Male,8 hr,0,É M,Control,100.7,100.2
5181,03,1,chlormadinone,Rat,Male,24 hr,0,É M,Control,98.9,99.8
5181,03,2,chlormadinone,Rat,Male,24 hr,0,É M,Control,101.1,100.2
5181,04,1,chlormadinone,Rat,Male,2 hr,2,É M,Low,101.6,100.6
5181,04,2,chlormadinone,Rat,Male,2 hr,2,É M,Low,101.8,100.5
5181,05,1,chlormadinone,Rat,Male,8 hr,2,É M,Low,98.0,98.6
5181,05,2,chlormadinone,Rat,Male,8 hr,2,É M,Low,100.9,99.2
5181,06,1,chlormadinone,Rat,Male,24 hr,2,É M,Low,103.0,98.7
5181,06,2,chlormadinone,Rat,Male,24 hr,2,É M,Low,101.8,99.3
