EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SINGLE_REPEAT_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,ALP(IU/L),TC(mg/dL),TG(mg/dL),PL(mg/dL),TBIL(mg/dL),DBIL(mg/dL),GLC(mg/dL),BUN(mg/dL),CRE(mg/dL),Na(meq/L),K(meq/L),Cl(meq/L),Ca(mg/dL),IP(mg/dL),TP(g/dL),RALB(g/dL),A/G,AST(IU/L),ALT(IU/L),LDH(IU/L),GTP(IU/L)
0447,06,3,galactosamine,Single,6 hr,100,mg/kg,Low,1248.0,70.0,44.0,133.0,0.04,0.0,157.0,8.0,0.2,143.0,3.9,108.0,9.9,9.9,5.1,2.4,0.9,79.0,45.0,39.0,1.0
0447,06,4,galactosamine,Single,6 hr,100,mg/kg,Low,1469.0,94.0,35.0,162.0,0.04,0.01,165.0,11.0,0.2,142.0,3.9,108.0,10.6,10.2,5.2,2.5,0.9,88.0,41.0,48.0,1.0
0447,06,5,galactosamine,Single,6 hr,100,mg/kg,Low,1380.0,82.0,16.0,143.0,0.06,0.0,149.0,6.0,0.2,146.0,3.7,109.0,10.0,10.4,5.2,2.4,0.9,95.0,52.0,51.0,1.0
0447,07,1,galactosamine,Single,9 hr,100,mg/kg,Low,1329.0,97.0,15.0,153.0,0.05,0.01,188.0,9.0,0.1,145.0,3.5,107.0,10.6,11.3,5.4,2.5,0.9,82.0,43.0,50.0,1.0
0447,07,2,galactosamine,Single,9 hr,100,mg/kg,Low,1767.0,77.0,47.0,141.0,0.05,0.0,175.0,9.0,0.2,145.0,3.7,108.0,10.3,9.3,5.4,2.5,0.9,95.0,44.0,65.0,1.0
0447,07,3,galactosamine,Single,9 hr,100,mg/kg,Low,1135.0,86.0,36.0,147.0,0.05,0.0,176.0,8.0,0.2,143.0,3.8,107.0,10.4,9.9,5.5,2.6,0.9,66.0,31.0,48.0,1.0
0447,07,4,galactosamine,Single,9 hr,100,mg/kg,Low,1108.0,55.0,39.0,119.0,0.07,0.02,174.0,7.0,0.1,144.0,3.7,107.0,10.2,9.3,5.3,2.5,0.9,102.0,42.0,66.0,1.0
0447,07,5,galactosamine,Single,9 hr,100,mg/kg,Low,1933.0,79.0,41.0,151.0,0.06,0.01,187.0,7.0,0.2,143.0,3.4,106.0,10.7,12.0,5.1,2.4,0.9,72.0,35.0,45.0,1.0
0447,08,1,galactosamine,Single,24 hr,100,mg/kg,Low,1416.0,77.0,81.0,150.0,0.04,0.02,178.0,17.0,0.2,142.0,4.5,106.0,10.6,8.1,5.6,2.6,0.9,72.0,44.0,60.0,1.0
0447,08,2,galactosamine,Single,24 hr,100,mg/kg,Low,2514.0,76.0,86.0,159.0,0.03,0.01,185.0,15.0,0.2,143.0,3.7,108.0,10.5,8.5,5.6,2.6,0.9,93.0,65.0,203.0,1.0
0447,08,3,galactosamine,Single,24 hr,100,mg/kg,Low,1549.0,92.0,93.0,164.0,0.04,0.01,189.0,14.0,0.2,144.0,3.9,107.0,10.7,7.7,5.7,2.6,0.8,77.0,49.0,97.0,1.0
0447,08,4,galactosamine,Single,24 hr,100,mg/kg,Low,1659.0,91.0,63.0,169.0,0.03,0.01,172.0,12.0,0.2,144.0,4.0,106.0,10.6,9.0,5.6,2.6,0.9,80.0,54.0,185.0,1.0
0447,08,5,galactosamine,Single,24 hr,100,mg/kg,Low,1538.0,81.0,60.0,160.0,0.04,0.02,184.0,13.0,0.2,146.0,4.8,110.0,10.5,9.2,5.3,2.5,0.9,85.0,47.0,129.0,1.0
0447,09,1,galactosamine,Single,3 hr,300,mg/kg,Middle,1260.0,80.0,43.0,139.0,0.06,0.01,168.0,11.0,0.2,140.0,3.9,108.0,10.1,7.9,4.8,2.3,0.9,77.0,39.0,50.0,1.0
0447,09,2,galactosamine,Single,3 hr,300,mg/kg,Middle,1980.0,71.0,46.0,128.0,0.05,0.01,169.0,10.0,0.2,143.0,4.1,106.0,10.6,10.7,5.3,2.5,0.9,83.0,45.0,63.0,1.0
0447,09,3,galactosamine,Single,3 hr,300,mg/kg,Middle,1229.0,96.0,28.0,159.0,0.04,0.01,167.0,12.0,0.2,142.0,4.0,108.0,10.8,7.8,5.1,2.4,0.9,84.0,41.0,56.0,1.0
0447,09,4,galactosamine,Single,3 hr,300,mg/kg,Middle,1278.0,64.0,15.0,121.0,0.06,0.01,157.0,11.0,0.2,143.0,4.1,110.0,10.7,7.7,4.8,2.3,0.9,79.0,40.0,53.0,1.0
0447,09,5,galactosamine,Single,3 hr,300,mg/kg,Middle,2147.0,72.0,42.0,135.0,0.05,0.02,168.0,9.0,0.2,143.0,4.1,107.0,10.4,10.3,4.9,2.2,0.8,87.0,52.0,56.0,1.0
0447,10,1,galactosamine,Single,6 hr,300,mg/kg,Middle,1782.0,56.0,10.0,105.0,0.05,0.01,162.0,17.0,0.2,142.0,3.8,108.0,9.9,7.5,4.4,2.0,0.8,259.0,175.0,362.0,1.0
0447,10,2,galactosamine,Single,6 hr,300,mg/kg,Middle,1504.0,95.0,19.0,160.0,0.07,0.01,156.0,14.0,0.2,140.0,3.7,105.0,10.1,9.1,4.7,2.2,0.9,312.0,214.0,385.0,1.0
0447,10,3,galactosamine,Single,6 hr,300,mg/kg,Middle,1321.0,55.0,18.0,114.0,0.05,0.01,171.0,13.0,0.2,143.0,3.5,107.0,10.0,9.4,5.1,2.4,0.9,198.0,136.0,123.0,1.0
0447,10,4,galactosamine,Single,6 hr,300,mg/kg,Middle,1622.0,52.0,8.0,110.0,0.06,0.02,162.0,16.0,0.2,141.0,3.8,108.0,10.0,8.0,4.7,2.2,0.9,226.0,164.0,152.0,1.0
0447,10,5,galactosamine,Single,6 hr,300,mg/kg,Middle,1652.0,92.0,34.0,160.0,0.04,0.0,171.0,9.0,0.2,146.0,3.7,108.0,10.8,10.9,5.5,2.6,0.9,72.0,40.0,41.0,1.0
0447,11,1,galactosamine,Single,9 hr,300,mg/kg,Middle,2011.0,74.0,28.0,130.0,0.07,0.01,178.0,8.0,0.1,142.0,4.1,108.0,10.8,9.9,5.3,2.5,0.9,68.0,37.0,38.0,1.0
0447,11,2,galactosamine,Single,9 hr,300,mg/kg,Middle,1232.0,65.0,25.0,117.0,0.07,0.01,155.0,8.0,0.1,143.0,4.0,107.0,10.6,9.7,5.4,2.5,0.9,71.0,30.0,46.0,0.0
0447,11,3,galactosamine,Single,9 hr,300,mg/kg,Middle,1351.0,68.0,35.0,124.0,0.04,0.01,167.0,7.0,0.1,141.0,4.2,107.0,10.1,9.6,5.4,2.5,0.9,76.0,33.0,74.0,1.0
0447,11,4,galactosamine,Single,9 hr,300,mg/kg,Middle,1177.0,59.0,13.0,110.0,0.07,0.01,161.0,5.0,0.1,142.0,3.7,109.0,10.0,8.9,5.4,2.5,0.9,85.0,36.0,57.0,1.0
0447,11,5,galactosamine,Single,9 hr,300,mg/kg,Middle,1549.0,51.0,17.0,108.0,0.05,0.02,150.0,10.0,0.2,142.0,3.2,106.0,10.1,11.3,4.5,2.1,0.9,122.0,67.0,58.0,1.0
0447,12,1,galactosamine,Single,24 hr,300,mg/kg,Middle,2015.0,31.0,36.0,83.0,0.18,0.11,155.0,14.0,0.2,143.0,4.2,105.0,10.2,8.9,5.1,2.4,0.9,719.0,363.0,204.0,1.0
0447,12,2,galactosamine,Single,24 hr,300,mg/kg,Middle,1243.0,88.0,82.0,160.0,0.04,0.02,176.0,12.0,0.2,142.0,4.2,105.0,10.5,7.4,5.6,2.6,0.9,78.0,46.0,120.0,1.0
0447,12,3,galactosamine,Single,24 hr,300,mg/kg,Middle,2374.0,42.0,26.0,101.0,0.29,0.18,157.0,11.0,0.2,143.0,4.7,107.0,10.4,10.2,5.0,2.3,0.9,515.0,413.0,278.0,1.0
0447,12,4,galactosamine,Single,24 hr,300,mg/kg,Middle,3144.0,39.0,13.0,89.0,0.05,0.02,160.0,14.0,0.2,144.0,4.1,108.0,10.0,9.1,4.8,2.3,0.9,312.0,201.0,133.0,1.0
0447,12,5,galactosamine,Single,24 hr,300,mg/kg,Middle,1381.0,86.0,53.0,158.0,0.03,0.01,179.0,16.0,0.2,147.0,4.3,110.0,10.6,9.7,5.5,2.6,0.9,84.0,50.0,105.0,1.0
0447,13,1,galactosamine,Single,3 hr,1000,mg/kg,High,1272.0,81.0,26.0,139.0,0.06,0.01,171.0,12.0,0.2,143.0,4.0,109.0,10.4,9.1,5.3,2.5,0.9,74.0,44.0,52.0,1.0
0447,13,2,galactosamine,Single,3 hr,1000,mg/kg,High,1313.0,67.0,23.0,130.0,0.06,0.01,170.0,12.0,0.2,143.0,3.8,109.0,10.4,5.1,5.1,2.4,0.9,88.0,51.0,69.0,1.0
0447,13,3,galactosamine,Single,3 hr,1000,mg/kg,High,1256.0,64.0,21.0,106.0,0.07,0.01,150.0,12.0,0.2,143.0,3.7,111.0,10.7,6.8,5.3,2.5,0.9,84.0,45.0,82.0,1.0
0447,13,4,galactosamine,Single,3 hr,1000,mg/kg,High,1785.0,67.0,39.0,135.0,0.07,0.02,162.0,12.0,0.2,145.0,4.1,111.0,10.9,6.6,5.2,2.5,0.9,123.0,59.0,177.0,1.0
0447,13,5,galactosamine,Single,3 hr,1000,mg/kg,High,1839.0,78.0,16.0,137.0,0.06,0.01,183.0,12.0,0.2,143.0,3.9,110.0,10.8,7.7,5.1,2.4,0.9,94.0,51.0,87.0,1.0
0447,14,1,galactosamine,Single,6 hr,1000,mg/kg,High,1265.0,82.0,12.0,139.0,0.07,0.02,152.0,15.0,0.2,142.0,3.5,106.0,10.3,7.3,5.0,2.3,0.9,296.0,126.0,382.0,1.0
0447,14,2,galactosamine,Single,6 hr,1000,mg/kg,High,1491.0,78.0,13.0,136.0,0.13,0.05,162.0,16.0,0.2,142.0,3.7,108.0,10.2,6.9,5.1,2.4,0.9,341.0,235.0,639.0,1.0
0447,14,3,galactosamine,Single,6 hr,1000,mg/kg,High,1231.0,69.0,45.0,132.0,0.05,0.01,182.0,7.0,0.2,142.0,4.1,109.0,10.0,9.6,5.0,2.3,0.9,65.0,34.0,43.0,1.0
0447,14,4,galactosamine,Single,6 hr,1000,mg/kg,High,1231.0,59.0,16.0,116.0,0.06,0.01,160.0,11.0,0.2,144.0,3.5,109.0,10.4,8.0,5.2,2.4,0.9,287.0,178.0,421.0,1.0
0447,14,5,galactosamine,Single,6 hr,1000,mg/kg,High,1298.0,56.0,3.0,105.0,0.05,0.01,141.0,12.0,0.2,144.0,3.5,107.0,10.4,9.0,4.9,2.3,0.9,144.0,82.0,97.0,1.0
0447,15,1,galactosamine,Single,9 hr,1000,mg/kg,High,1557.0,76.0,9.0,140.0,0.1,0.02,141.0,12.0,0.2,143.0,3.7,109.0,10.0,9.8,4.9,2.4,1.0,357.0,210.0,331.0,1.0
0447,15,2,galactosamine,Single,9 hr,1000,mg/kg,High,1603.0,80.0,31.0,144.0,0.07,0.02,152.0,8.0,0.2,144.0,3.8,109.0,10.3,9.5,5.3,2.5,0.9,89.0,39.0,58.0,2.0
0447,15,3,galactosamine,Single,9 hr,1000,mg/kg,High,1949.0,73.0,22.0,133.0,0.06,0.01,160.0,8.0,0.2,143.0,4.1,109.0,10.2,10.2,5.5,2.5,0.8,78.0,38.0,57.0,1.0
0447,15,4,galactosamine,Single,9 hr,1000,mg/kg,High,1788.0,81.0,36.0,147.0,0.07,0.02,171.0,9.0,0.2,144.0,3.9,108.0,10.4,8.9,5.6,2.6,0.9,84.0,35.0,58.0,0.0
0447,15,5,galactosamine,Single,9 hr,1000,mg/kg,High,1640.0,86.0,12.0,147.0,0.05,0.01,174.0,10.0,0.2,142.0,3.8,109.0,10.5,11.1,5.6,2.6,0.9,75.0,39.0,53.0,1.0
0447,16,1,galactosamine,Single,24 hr,1000,mg/kg,High,3029.0,34.0,14.0,91.0,0.76,0.59,148.0,12.0,0.2,142.0,4.3,105.0,10.5,8.9,4.9,2.3,0.9,380.0,221.0,172.0,2.0
0447,16,2,galactosamine,Single,24 hr,1000,mg/kg,High,1628.0,70.0,76.0,132.0,0.05,0.02,171.0,13.0,0.2,141.0,4.1,104.0,9.9,7.3,5.2,2.4,0.9,84.0,47.0,71.0,0.0
0447,16,3,galactosamine,Single,24 hr,1000,mg/kg,High,2692.0,53.0,13.0,87.0,0.11,0.05,162.0,15.0,0.2,145.0,4.5,108.0,10.5,9.1,4.9,2.3,0.9,429.0,218.0,313.0,1.0
0447,16,4,galactosamine,Single,24 hr,1000,mg/kg,High,2282.0,56.0,14.0,93.0,0.5,0.28,105.0,10.0,0.2,142.0,4.1,106.0,10.1,10.4,4.7,2.2,0.9,1413.0,774.0,2602.0,2.0
0447,16,5,galactosamine,Single,24 hr,1000,mg/kg,High,2259.0,45.0,9.0,95.0,0.12,0.06,152.0,13.0,0.2,146.0,4.1,108.0,10.6,10.7,4.9,2.3,0.9,552.0,309.0,480.0,1.0
0448,01,1,LPS,Single,3 hr,0,É g/kg,Control,1196.0,83.0,70.0,151.0,0.04,0.01,181.0,11.0,0.2,139.0,4.3,104.0,10.5,8.3,5.4,2.5,0.9,69.0,37.0,50.0,1.0
0448,01,2,LPS,Single,3 hr,0,É g/kg,Control,1102.0,77.0,35.0,139.0,0.04,0.01,156.0,8.0,0.2,142.0,4.3,107.0,10.7,9.6,5.2,2.4,0.9,90.0,44.0,206.0,1.0
0448,01,3,LPS,Single,3 hr,0,É g/kg,Control,986.0,68.0,19.0,119.0,0.06,0.01,167.0,7.0,0.2,141.0,3.3,105.0,10.1,9.7,5.3,2.5,0.9,76.0,44.0,74.0,1.0
0448,02,1,LPS,Single,6 hr,0,É g/kg,Control,1294.0,75.0,30.0,134.0,0.04,0.01,185.0,9.0,0.2,140.0,3.6,104.0,10.3,9.8,5.4,2.5,0.9,71.0,39.0,73.0,1.0
0448,02,2,LPS,Single,6 hr,0,É g/kg,Control,1239.0,95.0,26.0,152.0,0.05,0.01,178.0,6.0,0.2,141.0,3.9,106.0,10.2,9.6,5.3,2.4,0.8,78.0,36.0,65.0,1.0
0448,02,3,LPS,Single,6 hr,0,É g/kg,Control,1275.0,68.0,18.0,130.0,0.04,0.01,172.0,7.0,0.2,142.0,3.7,105.0,10.3,10.5,5.4,2.5,0.9,78.0,38.0,84.0,1.0
0448,03,1,LPS,Single,9 hr,0,É g/kg,Control,848.0,66.0,19.0,116.0,0.05,0.01,178.0,9.0,0.2,140.0,3.6,104.0,10.0,8.7,5.0,2.3,0.9,93.0,58.0,47.0,1.0
0448,03,2,LPS,Single,9 hr,0,É g/kg,Control,1164.0,82.0,11.0,134.0,0.04,0.0,168.0,8.0,0.2,141.0,4.2,106.0,10.1,10.0,5.4,2.5,0.9,70.0,37.0,62.0,1.0
0448,03,3,LPS,Single,9 hr,0,É g/kg,Control,1230.0,72.0,10.0,124.0,0.05,0.0,149.0,8.0,0.2,143.0,3.5,107.0,10.0,9.8,5.2,2.5,0.9,74.0,49.0,52.0,1.0
0448,04,1,LPS,Single,24 hr,0,É g/kg,Control,1809.0,88.0,75.0,166.0,0.05,0.01,174.0,16.0,0.2,137.0,4.8,102.0,10.3,8.0,5.6,2.6,0.9,83.0,45.0,71.0,1.0
0448,04,2,LPS,Single,24 hr,0,É g/kg,Control,1560.0,100.0,64.0,171.0,0.05,0.01,175.0,15.0,0.2,143.0,4.1,105.0,10.8,8.3,6.0,2.8,0.9,83.0,56.0,134.0,1.0
0448,04,3,LPS,Single,24 hr,0,É g/kg,Control,1349.0,108.0,27.0,177.0,0.06,0.01,163.0,14.0,0.2,144.0,4.2,104.0,10.4,9.6,5.5,2.5,0.8,68.0,44.0,55.0,1.0
0448,05,1,LPS,Single,3 hr,10,É g/kg,Low,1125.0,70.0,50.0,129.0,0.06,0.01,136.0,9.0,0.2,142.0,3.9,106.0,9.7,8.5,5.0,2.4,0.9,80.0,36.0,69.0,1.0
0448,05,2,LPS,Single,3 hr,10,É g/kg,Low,1535.0,75.0,62.0,142.0,0.04,0.0,146.0,10.0,0.2,141.0,4.0,107.0,10.3,8.5,5.2,2.4,0.9,92.0,43.0,134.0,1.0
0448,05,3,LPS,Single,3 hr,10,É g/kg,Low,1453.0,81.0,40.0,153.0,0.03,0.0,173.0,9.0,0.2,143.0,3.8,105.0,10.5,10.4,5.5,2.5,0.8,70.0,39.0,60.0,0.0
0448,06,1,LPS,Single,6 hr,10,É g/kg,Low,1101.0,90.0,23.0,154.0,0.07,0.02,150.0,6.0,0.2,141.0,3.6,105.0,9.7,9.2,5.2,2.4,0.9,90.0,53.0,63.0,1.0
0448,06,2,LPS,Single,6 hr,10,É g/kg,Low,1197.0,87.0,38.0,147.0,0.06,0.01,155.0,10.0,0.2,139.0,4.0,106.0,9.8,9.3,5.3,2.5,0.9,76.0,39.0,76.0,2.0
0448,06,3,LPS,Single,6 hr,10,É g/kg,Low,1564.0,98.0,21.0,162.0,0.07,0.02,147.0,9.0,0.2,139.0,4.2,102.0,10.2,10.1,5.7,2.6,0.8,124.0,84.0,87.0,2.0
0448,07,1,LPS,Single,9 hr,10,É g/kg,Low,1019.0,78.0,32.0,136.0,0.05,0.0,169.0,7.0,0.2,143.0,3.5,107.0,9.9,9.5,5.3,2.5,0.9,78.0,34.0,48.0,1.0
0448,07,2,LPS,Single,9 hr,10,É g/kg,Low,1241.0,90.0,13.0,151.0,0.07,0.01,166.0,6.0,0.2,143.0,3.2,107.0,10.2,9.6,5.5,2.6,0.9,75.0,37.0,65.0,1.0
0448,07,3,LPS,Single,9 hr,10,É g/kg,Low,2109.0,99.0,18.0,166.0,0.05,0.01,153.0,7.0,0.2,145.0,4.0,106.0,10.5,10.4,5.5,2.5,0.8,79.0,40.0,70.0,1.0
0448,08,1,LPS,Single,24 hr,10,É g/kg,Low,2617.0,73.0,93.0,148.0,0.05,0.01,197.0,14.0,0.2,141.0,4.3,103.0,10.3,7.4,5.4,2.5,0.9,74.0,40.0,99.0,1.0
0448,08,2,LPS,Single,24 hr,10,É g/kg,Low,2322.0,102.0,21.0,164.0,0.07,0.01,173.0,17.0,0.2,141.0,4.8,109.0,10.2,8.9,5.4,2.5,0.9,77.0,38.0,73.0,1.0
0448,08,3,LPS,Single,24 hr,10,É g/kg,Low,1670.0,109.0,43.0,192.0,0.07,0.01,197.0,18.0,0.2,143.0,4.3,105.0,11.1,10.1,6.0,2.7,0.8,64.0,40.0,60.0,1.0
0448,13,1,LPS,Single,3 hr,300,É g/kg,Middle,1350.0,64.0,70.0,123.0,0.24,0.1,140.0,15.0,0.2,142.0,4.0,106.0,10.0,8.9,5.1,2.3,0.8,196.0,73.0,711.0,1.0
0448,13,2,LPS,Single,3 hr,300,É g/kg,Middle,1008.0,75.0,98.0,131.0,0.14,0.03,149.0,14.0,0.2,142.0,3.8,105.0,9.0,8.6,4.7,2.1,0.8,179.0,68.0,496.0,1.0
0448,13,3,LPS,Single,3 hr,300,É g/kg,Middle,1654.0,66.0,120.0,148.0,0.08,0.03,127.0,9.0,0.2,141.0,3.8,104.0,10.1,10.5,5.1,2.3,0.8,138.0,61.0,255.0,1.0
0448,14,1,LPS,Single,6 hr,300,É g/kg,Middle,1667.0,92.0,80.0,143.0,0.8,0.33,147.0,24.0,0.3,140.0,3.9,102.0,9.6,10.0,5.1,2.2,0.8,493.0,232.0,3461.0,2.0
0448,14,2,LPS,Single,6 hr,300,É g/kg,Middle,954.0,109.0,75.0,188.0,0.2,0.09,138.0,14.0,0.2,139.0,3.9,103.0,9.7,9.9,4.9,2.2,0.8,192.0,124.0,195.0,3.0
0448,14,3,LPS,Single,6 hr,300,É g/kg,Middle,1036.0,110.0,41.0,159.0,0.06,0.01,135.0,17.0,0.2,140.0,4.1,105.0,9.7,9.8,5.0,2.3,0.9,131.0,75.0,132.0,2.0
0448,15,1,LPS,Single,9 hr,300,É g/kg,Middle,1063.0,95.0,20.0,149.0,0.06,0.01,164.0,5.0,0.1,144.0,3.3,107.0,10.1,8.9,5.3,2.4,0.8,72.0,36.0,60.0,1.0
0448,15,2,LPS,Single,9 hr,300,É g/kg,Middle,1253.0,140.0,28.0,193.0,0.1,0.02,148.0,18.0,0.2,139.0,4.6,105.0,10.4,9.9,5.7,2.6,0.8,98.0,54.0,171.0,2.0
0448,15,3,LPS,Single,9 hr,300,É g/kg,Middle,1557.0,122.0,66.0,157.0,0.4,0.13,106.0,26.0,0.3,138.0,4.3,104.0,9.6,10.1,5.1,2.3,0.8,570.0,289.0,4480.0,10.0
0448,16,1,LPS,Single,24 hr,300,É g/kg,Middle,1541.0,91.0,97.0,170.0,0.05,0.02,195.0,13.0,0.2,142.0,4.6,104.0,10.6,7.9,5.8,2.7,0.9,66.0,31.0,69.0,1.0
0448,16,2,LPS,Single,24 hr,300,É g/kg,Middle,1108.0,122.0,25.0,188.0,0.06,0.0,169.0,21.0,0.2,140.0,4.8,106.0,10.6,9.8,5.9,2.7,0.8,61.0,28.0,71.0,2.0
0448,16,3,LPS,Single,24 hr,300,É g/kg,Middle,1125.0,108.0,21.0,170.0,0.1,0.01,180.0,21.0,0.2,143.0,4.8,107.0,10.5,10.0,5.9,2.6,0.8,86.0,51.0,52.0,2.0
0448,21,1,LPS,Single,3 hr,3000,É g/kg,High,1846.0,81.0,97.0,155.0,0.04,0.01,163.0,9.0,0.2,140.0,4.2,107.0,10.2,9.8,5.0,2.3,0.9,81.0,43.0,77.0,0.0
0448,21,2,LPS,Single,3 hr,3000,É g/kg,High,1085.0,76.0,176.0,148.0,0.06,0.02,140.0,22.0,0.2,142.0,4.3,103.0,9.8,10.9,4.8,2.2,0.8,76.0,28.0,164.0,3.0
0448,21,3,LPS,Single,3 hr,3000,É g/kg,High,1049.0,78.0,156.0,162.0,0.1,0.04,143.0,14.0,0.2,143.0,3.8,107.0,9.9,10.2,4.7,2.2,0.9,210.0,73.0,447.0,2.0
0448,22,1,LPS,Single,6 hr,3000,É g/kg,High,1298.0,85.0,130.0,158.0,0.23,0.12,132.0,23.0,0.2,139.0,4.5,106.0,9.3,9.2,4.5,2.1,0.9,223.0,148.0,338.0,2.0
0448,22,2,LPS,Single,6 hr,3000,É g/kg,High,1319.0,108.0,99.0,175.0,0.14,0.05,127.0,22.0,0.2,141.0,4.1,104.0,9.7,11.0,5.1,2.3,0.8,169.0,103.0,199.0,1.0
0448,22,3,LPS,Single,6 hr,3000,É g/kg,High,1348.0,77.0,32.0,137.0,0.68,0.38,114.0,25.0,0.2,141.0,4.7,107.0,9.5,11.1,5.1,2.2,0.8,1106.0,885.0,6181.0,5.0
0448,23,1,LPS,Single,9 hr,3000,É g/kg,High,1320.0,109.0,134.0,184.0,0.16,0.05,135.0,30.0,0.2,137.0,4.6,102.0,9.5,10.8,4.7,2.1,0.8,119.0,53.0,198.0,3.0
0448,23,2,LPS,Single,9 hr,3000,É g/kg,High,1571.0,113.0,185.0,168.0,0.82,0.47,94.0,37.0,0.3,139.0,4.5,103.0,9.5,11.9,4.7,2.1,0.8,1373.0,857.0,5122.0,7.0
0448,23,3,LPS,Single,9 hr,3000,É g/kg,High,1427.0,125.0,34.0,157.0,0.09,0.02,119.0,22.0,0.2,139.0,4.6,110.0,9.5,9.3,4.9,2.2,0.8,111.0,51.0,210.0,2.0
0448,24,1,LPS,Single,24 hr,3000,É g/kg,High,1574.0,72.0,57.0,141.0,0.06,0.02,180.0,15.0,0.2,141.0,4.8,102.0,10.8,7.4,5.6,2.7,0.9,93.0,52.0,103.0,1.0
0448,24,2,LPS,Single,24 hr,3000,É g/kg,High,1001.0,112.0,29.0,152.0,0.2,0.04,127.0,19.0,0.2,144.0,4.3,111.0,9.8,9.0,5.0,2.2,0.8,1083.0,642.0,123.0,6.0
0448,24,3,LPS,Single,24 hr,3000,É g/kg,High,1322.0,96.0,50.0,118.0,0.4,0.12,110.0,61.0,0.2,143.0,4.1,105.0,9.9,11.9,4.2,1.8,0.8,1045.0,297.0,589.0,13.0
0449,01,1,TNFÉø,Single,3 hr,0,É g/kg,Control,1180.0,76.0,71.0,147.0,0.07,0.02,204.0,12.0,0.2,140.0,3.7,103.0,10.7,8.9,5.3,2.5,0.9,61.0,36.0,65.0,1.0
0449,01,2,TNFÉø,Single,3 hr,0,É g/kg,Control,1856.0,75.0,109.0,163.0,0.05,0.01,174.0,11.0,0.2,141.0,4.4,106.0,10.8,8.8,5.3,2.4,0.8,81.0,41.0,88.0,2.0
0449,01,3,TNFÉø,Single,3 hr,0,É g/kg,Control,1470.0,88.0,50.0,151.0,0.06,0.01,170.0,10.0,0.2,144.0,4.2,106.0,10.7,10.2,5.1,2.4,0.9,79.0,48.0,67.0,1.0
0449,01,4,TNFÉø,Single,3 hr,0,É g/kg,Control,1202.0,80.0,39.0,149.0,0.06,0.01,164.0,10.0,0.2,143.0,4.7,106.0,10.8,10.9,5.4,2.5,0.9,72.0,42.0,93.0,1.0
0449,01,5,TNFÉø,Single,3 hr,0,É g/kg,Control,1247.0,80.0,37.0,136.0,0.06,0.01,155.0,11.0,0.2,143.0,3.7,105.0,10.8,9.3,5.2,2.4,0.9,81.0,48.0,53.0,1.0
0449,02,1,TNFÉø,Single,6 hr,0,É g/kg,Control,1090.0,64.0,50.0,119.0,0.06,0.01,177.0,9.0,0.2,140.0,4.1,103.0,10.6,9.6,5.2,2.5,0.9,70.0,37.0,50.0,1.0
0449,02,2,TNFÉø,Single,6 hr,0,É g/kg,Control,1088.0,76.0,26.0,137.0,0.05,0.01,172.0,9.0,0.2,144.0,3.8,106.0,10.7,9.6,5.2,2.4,0.9,73.0,42.0,73.0,1.0
0449,02,3,TNFÉø,Single,6 hr,0,É g/kg,Control,1191.0,83.0,77.0,157.0,0.06,0.02,176.0,10.0,0.2,144.0,3.6,107.0,11.0,9.1,5.4,2.5,0.9,74.0,43.0,59.0,2.0
0449,02,4,TNFÉø,Single,6 hr,0,É g/kg,Control,1691.0,83.0,30.0,151.0,0.06,0.01,180.0,9.0,0.2,142.0,4.5,105.0,11.1,11.5,5.4,2.5,0.9,70.0,40.0,56.0,2.0
0449,02,5,TNFÉø,Single,6 hr,0,É g/kg,Control,1676.0,88.0,37.0,168.0,0.06,0.0,193.0,10.0,0.2,144.0,4.1,104.0,10.8,10.8,5.2,2.4,0.9,81.0,38.0,56.0,1.0
0449,03,1,TNFÉø,Single,9 hr,0,É g/kg,Control,1251.0,73.0,28.0,124.0,0.06,0.0,169.0,9.0,0.1,141.0,3.3,104.0,10.1,8.8,5.4,2.5,0.9,91.0,45.0,72.0,2.0
0449,03,2,TNFÉø,Single,9 hr,0,É g/kg,Control,1270.0,75.0,34.0,132.0,0.05,0.0,184.0,8.0,0.1,146.0,3.2,108.0,10.4,9.8,5.2,2.4,0.9,90.0,45.0,81.0,0.0
0449,03,3,TNFÉø,Single,9 hr,0,É g/kg,Control,1447.0,84.0,44.0,158.0,0.06,0.01,163.0,10.0,0.2,144.0,3.8,104.0,10.9,10.0,5.5,2.5,0.8,72.0,44.0,40.0,1.0
0449,03,4,TNFÉø,Single,9 hr,0,É g/kg,Control,963.0,67.0,36.0,131.0,0.05,0.0,165.0,6.0,0.1,143.0,3.7,106.0,10.2,10.2,5.2,2.4,0.9,68.0,36.0,65.0,2.0
0449,03,5,TNFÉø,Single,9 hr,0,É g/kg,Control,1303.0,71.0,26.0,134.0,0.07,0.01,156.0,5.0,0.2,143.0,3.3,105.0,10.5,10.7,5.6,2.6,0.9,87.0,43.0,49.0,1.0
0449,04,1,TNFÉø,Single,24 hr,0,É g/kg,Control,1767.0,93.0,151.0,189.0,0.04,0.01,174.0,17.0,0.2,138.0,4.7,103.0,11.0,7.7,5.9,2.7,0.8,69.0,51.0,97.0,1.0
